Customer_ID,Age_Group,Region,Preferred_Category,Total_Purchases,Total_Spent,Last_Purchase_Date,Loyalty_Score
CUST0802,46+,South,Clothing,55,13180.94,2024-12-27,3.7
CUST0803,36-45,West,Accessories,12,1583.47,2023-12-07,6.2
CUST0804,36-45,South,Clothing,51,29287.09,2022-12-11,1.1
CUST0805,18-25,West,Electronics,9,5672.77,2024-05-03,4.8
CUST0806,46+,East,Clothing,23,7612.74,2023-02-10,7.3
CUST0807,26-35,West,Electronics,58,27568.51,2023-02-16,2.9
CUST0808,26-35,North,Clothing,34,26765.15,2024-06-21,8.8
CUST0809,26-35,North,Electronics,38,4342.65,2022-05-12,2.1
CUST0810,18-25,East,Clothing,62,25661.54,2022-01-20,7.8
CUST0811,36-45,North,Electronics,75,48142.9,2023-03-09,1.4
CUST0812,46+,North,Footwear,63,25510.2,2024-05-29,4.0
CUST0813,36-45,East,Footwear,41,27168.05,2024-03-27,9.5
CUST0814,18-25,West,Footwear,43,28152.21,2024-04-02,1.0
CUST0815,18-25,South,Electronics,68,17652.84,2023-05-25,7.3
CUST0816,46+,East,Accessories,66,23749.77,2023-10-22,2.7
CUST0817,36-45,North,Electronics,42,23454.78,2024-09-19,3.1
CUST0818,18-25,West,Footwear,55,41487.25,2024-09-02,9.5
CUST0819,46+,North,Footwear,78,15312.0,2024-12-01,2.3
CUST0820,26-35,North,Accessories,12,3312.13,2024-08-14,7.1
CUST0821,46+,South,Electronics,62,33912.86,2023-03-10,3.2
CUST0822,18-25,South,Electronics,56,44521.18,2023-10-31,1.3
CUST0823,36-45,West,Clothing,33,18131.83,2022-09-10,9.6
CUST0824,46+,South,Electronics,43,30270.08,2022-05-13,9.4
CUST0825,46+,East,Accessories,72,55777.39,2023-04-23,4.9
CUST0826,36-45,South,Electronics,38,4398.89,2023-01-21,1.8
CUST0827,36-45,North,Clothing,41,31387.61,2022-01-04,6.2
CUST0828,18-25,East,Clothing,50,39244.36,2024-01-18,3.9
CUST0829,26-35,South,Electronics,51,2901.46,2023-10-10,8.7
CUST0830,36-45,South,Clothing,64,35839.08,2023-08-04,2.3
CUST0831,18-25,South,Footwear,40,17071.34,2023-07-15,7.2
CUST0832,26-35,West,Accessories,38,21968.0,2023-11-14,4.4
CUST0833,26-35,South,Clothing,7,5196.58,2024-09-25,8.0
CUST0834,36-45,West,Clothing,3,1382.87,2024-08-27,4.0
CUST0835,46+,East,Accessories,10,4458.83,2023-02-04,3.5
CUST0836,18-25,West,Clothing,42,25796.39,2022-04-21,6.2
CUST0837,46+,East,Clothing,74,11334.63,2023-08-20,7.3
CUST0838,26-35,South,Clothing,26,15638.72,2022-07-28,1.1
CUST0839,46+,South,Accessories,22,16378.76,2024-08-28,1.9
CUST0840,18-25,South,Electronics,66,35479.84,2022-11-01,6.3
CUST0841,26-35,West,Electronics,16,3690.27,2022-12-20,5.4
CUST0842,18-25,West,Accessories,49,12564.19,2024-01-23,6.9
CUST0843,18-25,North,Electronics,11,1556.93,2024-11-09,6.8
CUST0844,18-25,South,Accessories,36,20530.6,2023-01-06,1.9
CUST0845,46+,West,Accessories,39,18664.13,2022-05-11,1.9
CUST0846,46+,South,Electronics,51,23819.3,2024-12-21,5.8
CUST0847,18-25,West,Electronics,27,20905.04,2023-01-06,9.1
CUST0848,18-25,South,Accessories,41,5833.64,2023-02-27,2.2
CUST0849,18-25,South,Footwear,5,567.29,2023-09-04,2.1
CUST0850,26-35,East,Accessories,1,236.25,2024-11-29,1.4
CUST0851,46+,East,Clothing,74,30919.58,2023-12-23,3.8
CUST0852,18-25,South,Electronics,31,2404.06,2023-03-17,2.3
CUST0853,26-35,South,Footwear,36,5269.29,2022-06-02,6.6
CUST0854,36-45,East,Accessories,21,7350.94,2023-06-05,1.7
CUST0855,26-35,West,Clothing,10,5221.76,2023-01-30,3.4
CUST0856,26-35,East,Accessories,20,5745.41,2024-02-16,8.1
CUST0857,26-35,North,Electronics,35,5021.31,2024-04-13,2.0
CUST0858,36-45,North,Electronics,47,34400.9,2022-10-27,8.0
CUST0859,36-45,South,Electronics,13,4327.27,2024-02-15,9.7
CUST0860,18-25,North,Clothing,68,40544.7,2024-09-29,3.8
CUST0861,36-45,North,Footwear,71,17983.62,2022-04-09,1.9
CUST0862,36-45,South,Accessories,24,7413.11,2024-12-24,7.7
CUST0863,46+,West,Clothing,34,1942.19,2022-11-15,5.6
CUST0864,26-35,South,Accessories,73,43914.38,2024-01-29,1.5
CUST0865,46+,South,Accessories,24,9101.28,2024-08-17,4.2
CUST0866,36-45,East,Accessories,67,50669.27,2023-04-14,8.9
CUST0867,18-25,East,Footwear,53,33280.49,2022-06-12,8.6
CUST0868,26-35,North,Electronics,22,10592.73,2023-08-09,1.8
CUST0869,18-25,West,Accessories,66,49455.85,2024-10-16,2.2
CUST0870,46+,North,Electronics,79,15218.4,2022-01-15,8.5
CUST0871,36-45,West,Clothing,68,38287.98,2024-07-07,1.4
CUST0872,26-35,South,Clothing,10,3252.88,2023-12-25,2.2
CUST0873,46+,North,Accessories,49,8715.29,2023-11-24,9.7
CUST0874,18-25,South,Footwear,39,16081.4,2022-01-05,3.4
CUST0875,26-35,West,Footwear,66,44173.51,2024-08-06,1.3
CUST0876,18-25,West,Footwear,1,511.65,2023-12-26,4.0
CUST0877,18-25,North,Footwear,24,8437.23,2024-06-01,1.1
CUST0878,26-35,West,Electronics,68,29630.25,2022-09-11,2.4
CUST0879,18-25,West,Clothing,33,7245.86,2023-09-05,4.6
CUST0880,46+,East,Clothing,69,45447.39,2024-06-17,2.0
CUST0881,26-35,West,Clothing,46,28074.64,2023-02-11,1.1
CUST0882,26-35,North,Footwear,6,901.56,2023-11-10,4.8
CUST0883,26-35,North,Clothing,62,47726.0,2022-09-01,9.8
CUST0884,46+,West,Accessories,17,4992.32,2024-03-29,7.9
CUST0885,26-35,West,Electronics,14,9023.49,2023-12-06,2.1
CUST0886,26-35,North,Electronics,44,16378.95,2022-01-17,6.4
CUST0887,46+,West,Footwear,37,15334.54,2023-05-23,7.8
CUST0888,26-35,South,Clothing,36,22501.65,2023-05-22,8.8
CUST0889,26-35,West,Accessories,14,8062.02,2023-01-07,5.5
CUST0890,26-35,South,Clothing,16,2387.55,2023-01-29,1.3
CUST0891,46+,South,Electronics,79,15778.88,2024-02-18,8.8
CUST0892,36-45,West,Clothing,29,8761.87,2024-11-10,5.3
CUST0893,18-25,West,Footwear,15,3779.02,2023-12-20,3.5
CUST0894,26-35,West,Footwear,7,1304.2,2023-10-21,1.0
CUST0895,36-45,South,Accessories,36,26329.01,2023-01-14,1.9
CUST0896,46+,East,Footwear,43,11965.5,2022-01-28,1.9
CUST0897,36-45,South,Footwear,47,28538.35,2024-02-01,6.3
CUST0898,36-45,South,Clothing,75,25352.78,2022-09-25,9.0
CUST0899,18-25,North,Clothing,25,14462.38,2022-06-03,9.3
CUST0900,36-45,East,Accessories,26,11704.37,2022-09-19,2.4
CUST0901,46+,South,Footwear,72,56256.81,2024-07-07,9.1
CUST0902,46+,North,Electronics,62,22583.69,2024-10-28,9.4
CUST0903,26-35,North,Footwear,17,4543.12,2022-05-05,9.6
CUST0904,46+,South,Accessories,69,48485.73,2022-12-05,9.7
CUST0905,46+,West,Accessories,52,26281.52,2022-01-08,2.9
CUST0906,26-35,South,Electronics,66,25844.33,2024-12-11,7.4
CUST0907,36-45,East,Clothing,38,22085.26,2022-12-17,6.0
CUST0908,18-25,South,Clothing,38,3014.08,2023-07-23,2.3
CUST0909,36-45,South,Electronics,32,25348.87,2022-08-26,2.9
CUST0910,36-45,North,Footwear,42,4722.25,2023-06-25,7.3
CUST0911,46+,South,Footwear,42,33135.73,2022-01-22,6.6
CUST0912,26-35,East,Footwear,23,5565.78,2022-08-06,1.1
CUST0913,36-45,West,Clothing,57,12282.32,2024-03-20,3.4
CUST0914,46+,South,Clothing,56,18282.88,2022-07-11,9.1
CUST0915,26-35,West,Accessories,24,15880.76,2024-10-01,2.6
CUST0916,36-45,South,Electronics,40,6887.56,2024-03-18,2.6
CUST0917,18-25,South,Clothing,10,3697.96,2024-04-04,5.1
CUST0918,26-35,North,Electronics,78,9734.2,2022-08-14,4.5
CUST0919,18-25,North,Clothing,32,20082.82,2022-01-28,3.4
CUST0920,18-25,North,Footwear,11,2219.15,2024-06-28,5.3
CUST0921,36-45,South,Footwear,62,10284.87,2023-07-02,1.5
CUST0922,18-25,North,Electronics,14,6418.74,2024-04-30,1.9
CUST0923,18-25,South,Clothing,4,880.03,2023-12-25,4.5
CUST0924,26-35,East,Accessories,15,6282.98,2023-04-05,9.9
CUST0925,36-45,North,Footwear,10,5117.73,2022-06-23,2.1
CUST0926,26-35,North,Clothing,55,24632.33,2024-05-20,6.4
CUST0927,36-45,South,Footwear,45,31794.82,2024-10-19,3.4
CUST0928,36-45,East,Electronics,1,696.29,2022-10-28,9.8
CUST0929,26-35,East,Accessories,58,34278.44,2024-09-06,8.1
CUST0930,18-25,North,Accessories,36,5706.03,2022-09-19,3.9
CUST0931,46+,South,Footwear,41,17246.85,2024-04-27,5.3
CUST0932,26-35,East,Clothing,50,18199.74,2024-12-29,5.5
CUST0933,26-35,West,Accessories,11,5342.95,2023-03-26,4.8
CUST0934,26-35,North,Footwear,1,202.46,2024-01-13,8.7
CUST0935,26-35,West,Electronics,8,5868.17,2022-10-13,4.2
CUST0936,46+,East,Clothing,71,55299.39,2023-05-12,9.2
CUST0937,26-35,South,Electronics,18,2482.68,2022-10-21,7.3
CUST0938,18-25,West,Accessories,48,4347.0,2022-06-01,2.0
CUST0939,26-35,West,Electronics,19,6154.73,2022-06-07,1.7
CUST0940,46+,North,Clothing,24,9655.77,2024-12-16,2.3
CUST0941,46+,East,Accessories,44,16851.13,2022-01-28,6.8
CUST0942,18-25,East,Clothing,8,5686.94,2022-12-22,1.3
CUST0943,18-25,South,Accessories,55,30796.02,2023-06-13,8.9
CUST0944,26-35,East,Accessories,21,5331.28,2024-02-13,1.8
CUST0945,26-35,South,Accessories,80,7359.81,2022-06-08,4.5
CUST0946,46+,West,Footwear,52,34862.89,2024-01-31,2.5
CUST0947,26-35,West,Footwear,14,1796.2,2023-11-19,4.3
CUST0948,26-35,North,Footwear,21,9579.69,2022-01-23,1.6
CUST0949,26-35,East,Clothing,5,1151.26,2022-04-02,1.8
CUST0950,18-25,West,Electronics,41,4916.24,2024-01-01,3.8
CUST0951,46+,East,Clothing,41,25169.15,2022-09-23,7.5
CUST0952,36-45,North,Accessories,65,8173.89,2022-11-04,8.3
CUST0953,46+,North,Accessories,76,53322.3,2022-11-27,1.3
CUST0954,46+,South,Electronics,12,9175.36,2023-03-18,3.1
CUST0955,26-35,South,Footwear,58,37062.81,2024-01-08,4.1
CUST0956,18-25,West,Accessories,31,6405.08,2022-06-03,6.5
CUST0957,46+,South,Electronics,2,313.93,2022-06-28,8.8
CUST0958,18-25,West,Accessories,41,7268.82,2022-05-20,3.7
CUST0959,36-45,East,Footwear,12,1240.21,2024-08-01,7.4
CUST0960,46+,East,Footwear,57,30649.99,2022-09-11,2.3
CUST0961,18-25,West,Footwear,37,12976.06,2022-09-22,8.7
CUST0962,36-45,West,Footwear,48,5405.66,2024-07-10,4.7
CUST0963,18-25,East,Electronics,32,18393.89,2022-11-13,6.0
CUST0964,36-45,North,Accessories,21,10029.61,2023-04-02,8.7
CUST0965,46+,West,Electronics,45,17973.37,2024-08-10,6.8
CUST0966,18-25,North,Clothing,14,10333.33,2024-06-06,9.3
CUST0967,46+,South,Footwear,9,2591.67,2024-09-22,10.0
CUST0968,46+,South,Electronics,36,14073.62,2024-08-20,5.9
CUST0969,26-35,South,Footwear,73,5364.95,2024-02-18,6.4
CUST0970,36-45,North,Accessories,61,12814.0,2022-02-16,2.9
CUST0971,36-45,West,Footwear,23,2591.95,2024-04-09,1.6
CUST0972,36-45,North,Accessories,54,23953.51,2023-06-16,7.0
CUST0973,18-25,South,Electronics,55,16858.29,2022-12-03,7.8
CUST0974,36-45,South,Accessories,62,25210.72,2022-11-26,7.2
CUST0975,36-45,West,Accessories,2,941.36,2023-02-11,9.0
CUST0976,26-35,North,Footwear,41,2486.24,2022-10-30,9.1
CUST0977,36-45,West,Electronics,53,13096.41,2024-07-11,7.5
CUST0978,46+,South,Electronics,5,1069.84,2024-05-10,9.8
CUST0979,46+,South,Clothing,45,9329.5,2022-01-30,2.7
CUST0980,36-45,East,Electronics,39,28177.16,2022-09-13,5.5
CUST0981,46+,West,Accessories,53,16631.23,2024-05-22,8.5
CUST0982,18-25,East,Clothing,59,21905.97,2022-11-30,2.6
CUST0983,46+,West,Footwear,56,29432.5,2022-07-23,7.3
CUST0984,18-25,North,Electronics,3,1536.59,2024-10-13,4.7
CUST0985,46+,North,Electronics,38,26173.6,2024-07-20,2.9
CUST0986,18-25,West,Clothing,61,46537.73,2024-08-08,4.2
CUST0987,46+,West,Electronics,48,30559.06,2023-07-03,5.6
CUST0988,36-45,East,Accessories,31,1646.66,2022-03-08,9.2
CUST0989,18-25,North,Clothing,48,32667.71,2023-10-13,5.7
CUST0990,26-35,East,Accessories,31,14470.95,2024-03-16,4.5
CUST0991,46+,North,Clothing,50,39150.84,2023-10-14,2.6
CUST0992,46+,South,Clothing,13,7572.74,2022-08-31,2.1
CUST0993,36-45,West,Clothing,42,8518.52,2024-06-14,1.8
CUST0994,26-35,North,Electronics,80,46454.55,2022-06-11,9.3
CUST0995,18-25,West,Clothing,59,31024.99,2023-01-18,8.0
CUST0996,26-35,South,Footwear,25,11289.07,2024-02-14,3.2
CUST0997,18-25,East,Footwear,11,8263.55,2022-07-31,6.6
CUST0998,46+,North,Electronics,14,2189.27,2023-01-05,3.4
CUST0999,18-25,North,Accessories,47,34523.35,2022-07-26,2.9
CUST1000,18-25,West,Accessories,10,4148.88,2023-03-07,6.6
CUST1001,46+,West,Footwear,58,38071.88,2022-01-21,2.6
CUST1002,18-25,South,Electronics,44,34993.41,2022-01-11,5.4
CUST1003,36-45,South,Electronics,25,12614.58,2024-11-26,5.8
CUST1004,26-35,South,Footwear,15,10858.94,2022-10-11,1.3
CUST1005,18-25,South,Clothing,35,8933.75,2022-07-08,2.8
CUST1006,36-45,East,Accessories,64,24130.98,2023-01-31,9.5
CUST1007,26-35,East,Clothing,36,27770.53,2023-10-01,1.9
CUST1008,26-35,South,Accessories,56,39880.01,2023-07-11,4.8
CUST1009,18-25,East,Accessories,55,10988.48,2022-05-12,4.2
CUST1010,26-35,West,Electronics,66,15826.65,2024-12-22,4.7
CUST1011,46+,East,Electronics,15,2773.92,2023-01-16,3.9
CUST1012,26-35,East,Electronics,28,15196.05,2023-10-06,4.3
CUST1013,18-25,North,Footwear,2,1175.2,2023-10-21,2.9
CUST1014,18-25,South,Accessories,37,18550.0,2022-07-30,5.7
CUST1015,18-25,East,Accessories,56,16146.9,2023-02-08,3.9
CUST1016,46+,North,Accessories,6,4756.17,2022-09-12,4.8
CUST1017,26-35,West,Footwear,76,25622.88,2023-08-07,6.2
CUST1018,18-25,North,Accessories,37,5486.86,2022-03-17,9.7
CUST1019,36-45,North,Electronics,9,3621.78,2024-04-30,8.5
CUST1020,36-45,East,Footwear,45,15761.62,2023-10-04,6.0
CUST1021,18-25,West,Accessories,39,22321.37,2022-09-06,5.1
CUST1022,18-25,East,Electronics,29,2490.39,2022-08-04,1.1
CUST1023,46+,East,Clothing,22,2552.28,2024-01-26,7.5
CUST1024,18-25,North,Footwear,6,798.62,2022-06-03,9.5
CUST1025,36-45,East,Accessories,35,20089.95,2024-08-01,9.3
CUST1026,26-35,North,Footwear,19,11680.75,2024-04-26,9.0
CUST1027,18-25,West,Clothing,74,30224.94,2023-07-29,5.4
CUST1028,46+,East,Clothing,12,2974.31,2022-06-19,3.7
CUST1029,26-35,East,Clothing,10,1063.58,2023-03-12,5.5
CUST1030,26-35,North,Accessories,50,9546.9,2023-03-04,1.9
CUST1031,36-45,East,Accessories,20,13717.1,2022-09-24,2.0
CUST1032,36-45,South,Accessories,58,40651.86,2024-03-30,5.6
CUST1033,18-25,South,Footwear,55,9523.1,2022-07-29,3.8
CUST1034,46+,South,Electronics,15,3456.33,2023-01-19,9.0
CUST1035,18-25,East,Accessories,68,26484.69,2022-06-22,3.4
CUST1036,46+,East,Clothing,20,6953.92,2023-11-15,4.9
CUST1037,46+,North,Footwear,48,5921.26,2024-05-15,6.8
CUST1038,36-45,South,Clothing,52,9489.16,2024-10-07,3.5
CUST1039,18-25,West,Electronics,32,24615.32,2022-04-19,3.0
CUST1040,36-45,North,Clothing,9,4041.89,2024-04-08,3.5
CUST1041,46+,West,Electronics,29,17412.86,2023-07-04,8.9
CUST1042,26-35,West,Clothing,27,8389.57,2023-08-13,3.6
CUST1043,18-25,North,Clothing,65,47504.39,2023-09-18,6.6
CUST1044,26-35,South,Footwear,9,1574.86,2024-07-21,4.0
CUST1045,18-25,South,Accessories,55,16529.73,2023-06-25,2.6
CUST1046,26-35,North,Electronics,77,24186.3,2022-01-03,5.3
CUST1047,26-35,West,Accessories,15,1258.24,2023-08-19,1.2
CUST1048,26-35,South,Clothing,13,1624.93,2023-11-19,8.2
CUST1049,46+,West,Footwear,70,17010.32,2024-01-17,5.4
CUST1050,18-25,West,Footwear,39,22722.1,2024-09-18,9.0
CUST1051,36-45,North,Electronics,19,14895.58,2022-10-18,8.7
CUST1052,46+,East,Electronics,32,15462.02,2024-06-01,7.3
CUST1053,26-35,East,Electronics,25,18512.14,2022-08-10,4.4
CUST1054,46+,East,Clothing,34,24913.35,2023-11-10,4.1
CUST1055,46+,West,Footwear,40,7717.18,2023-12-05,6.2
CUST1056,46+,North,Accessories,73,56656.38,2023-08-14,8.1
CUST1057,18-25,North,Accessories,19,7595.02,2023-08-17,2.4
CUST1058,36-45,South,Accessories,37,3643.11,2024-07-18,3.7
CUST1059,26-35,North,Footwear,76,10835.84,2022-01-11,5.4
CUST1060,36-45,West,Electronics,7,1670.03,2023-08-04,4.2
CUST1061,18-25,South,Footwear,19,15141.78,2022-06-15,2.8
CUST1062,26-35,East,Electronics,61,45731.77,2024-03-02,3.2
CUST1063,46+,West,Electronics,34,25164.95,2022-12-21,6.4
CUST1064,36-45,West,Clothing,26,6175.4,2023-02-13,4.7
CUST1065,36-45,East,Electronics,39,18524.95,2023-01-11,6.7
CUST1066,46+,West,Electronics,18,8008.71,2024-10-28,7.2
CUST1067,46+,East,Footwear,55,21995.29,2024-08-02,9.7
CUST1068,18-25,North,Accessories,12,7402.71,2023-09-12,6.5
CUST1069,36-45,South,Clothing,80,36596.17,2023-08-24,6.1
CUST1070,46+,North,Clothing,52,28733.09,2024-11-26,5.2
CUST1071,18-25,West,Electronics,8,2021.05,2022-08-08,9.9
CUST1072,18-25,East,Footwear,73,30010.37,2022-05-05,4.0
CUST1073,18-25,North,Clothing,67,10593.63,2024-10-11,7.7
CUST1074,26-35,South,Clothing,39,20326.0,2022-01-14,7.5
CUST1075,26-35,West,Electronics,9,450.24,2022-09-05,6.4
CUST1076,26-35,North,Clothing,14,5674.3,2024-06-27,8.5
CUST1077,18-25,West,Electronics,39,13783.3,2023-04-27,9.8
CUST1078,46+,East,Electronics,56,8942.35,2022-10-18,1.2
CUST1079,26-35,South,Clothing,61,25031.34,2022-07-24,3.6
CUST1080,36-45,West,Footwear,51,17307.65,2024-08-08,8.2
CUST1081,46+,West,Clothing,4,1050.27,2024-03-08,2.1
CUST1082,36-45,North,Electronics,80,30668.76,2023-12-28,9.2
CUST1083,46+,South,Accessories,36,2046.24,2024-10-22,2.4
CUST1084,36-45,South,Accessories,66,6406.91,2023-12-22,6.9
CUST1085,46+,East,Clothing,36,22993.95,2024-03-17,6.9
CUST1086,46+,North,Accessories,61,30767.26,2024-11-04,2.6
CUST1087,26-35,East,Footwear,76,58246.09,2024-04-06,4.1
CUST1088,18-25,North,Electronics,21,4699.34,2024-10-19,7.0
CUST1089,36-45,West,Clothing,31,4001.29,2024-02-26,8.9
CUST1090,18-25,West,Electronics,79,18791.17,2022-05-30,1.3
CUST1091,36-45,West,Electronics,23,6690.0,2024-02-13,7.3
CUST1092,26-35,South,Clothing,33,13804.8,2023-04-07,7.1
CUST1093,26-35,South,Accessories,68,44642.28,2022-02-19,2.7
CUST1094,26-35,North,Electronics,18,12959.43,2024-04-15,4.2
CUST1095,36-45,North,Clothing,68,28704.95,2024-08-28,8.5
CUST1096,36-45,East,Clothing,9,3412.43,2022-05-26,6.6
CUST1097,26-35,North,Footwear,13,1799.79,2023-11-09,3.1
CUST1098,26-35,North,Footwear,33,11313.05,2022-11-20,4.2
CUST1099,18-25,East,Clothing,67,50173.4,2024-03-28,5.5
CUST1100,18-25,North,Accessories,34,18357.42,2024-05-13,1.3
CUST1101,26-35,East,Footwear,8,1235.73,2023-11-07,5.9
CUST1102,26-35,North,Accessories,10,6542.47,2022-03-14,6.1
CUST1103,18-25,East,Accessories,77,46543.96,2024-09-07,9.4
CUST1104,36-45,South,Electronics,14,1073.8,2023-12-19,5.6
CUST1105,46+,West,Footwear,30,1982.47,2023-02-06,1.5
CUST1106,18-25,West,Accessories,7,2382.41,2022-09-14,4.4
CUST1107,46+,West,Clothing,15,5676.97,2024-01-24,9.1
CUST1108,26-35,East,Footwear,56,41358.88,2022-07-08,3.1
CUST1109,26-35,North,Accessories,69,32846.52,2022-01-31,9.9
CUST1110,18-25,South,Electronics,8,1160.3,2022-03-31,2.6
CUST1111,36-45,East,Clothing,38,5596.91,2022-09-08,4.6
CUST1112,18-25,North,Footwear,70,14307.7,2024-01-02,7.3
CUST1113,46+,South,Footwear,47,29852.35,2023-05-16,3.6
CUST1114,36-45,East,Electronics,7,2169.84,2024-09-22,4.7
CUST1115,18-25,East,Clothing,18,12259.24,2023-09-17,5.7
CUST1116,18-25,South,Footwear,19,1461.11,2024-06-20,3.1
CUST1117,18-25,West,Electronics,64,43343.61,2024-02-26,3.4
CUST1118,18-25,East,Electronics,36,24873.5,2022-02-08,4.5
CUST1119,46+,West,Accessories,6,1310.02,2024-06-01,4.4
CUST1120,36-45,North,Electronics,70,43557.31,2023-11-20,9.4
CUST1121,26-35,East,Electronics,44,26150.95,2024-05-25,6.6
CUST1122,18-25,North,Accessories,37,25673.77,2024-08-07,9.4
CUST1123,36-45,West,Clothing,49,19624.47,2023-05-03,9.9
CUST1124,18-25,South,Footwear,36,4109.5,2023-08-29,3.2
CUST1125,46+,East,Electronics,79,20200.49,2023-05-29,3.4
CUST1126,18-25,North,Footwear,73,39827.51,2023-01-02,8.5
CUST1127,46+,West,Electronics,57,3229.22,2024-01-05,1.3
CUST1128,26-35,West,Accessories,8,3877.42,2023-10-06,1.7
CUST1129,46+,North,Clothing,34,21232.41,2024-10-10,3.5
CUST1130,26-35,South,Clothing,19,13365.16,2023-04-22,6.9
CUST1131,18-25,North,Clothing,65,45202.8,2022-03-27,6.2
CUST1132,18-25,South,Footwear,33,2048.92,2023-12-25,8.6
CUST1133,26-35,North,Footwear,14,1513.53,2024-11-12,5.0
CUST1134,26-35,North,Clothing,42,20066.53,2024-05-01,8.5
CUST1135,46+,North,Footwear,19,1301.9,2024-01-08,6.5
CUST1136,46+,East,Footwear,61,46168.44,2022-03-05,3.6
CUST1137,36-45,South,Electronics,38,28413.79,2022-02-22,9.2
CUST1138,26-35,North,Footwear,66,38730.51,2023-12-06,7.7
CUST1139,46+,South,Electronics,20,6716.34,2022-06-10,10.0
CUST1140,26-35,North,Accessories,69,41385.11,2024-12-16,8.6
CUST1141,46+,North,Accessories,41,10327.37,2023-08-24,8.5
CUST1142,36-45,South,Clothing,47,10488.9,2022-08-25,3.8
CUST1143,46+,South,Accessories,47,5159.08,2022-06-06,6.0
CUST1144,46+,East,Clothing,58,37104.23,2022-09-14,3.1
CUST1145,46+,South,Clothing,78,19126.32,2023-10-05,3.6
CUST1146,18-25,North,Accessories,54,23153.55,2024-10-09,2.3
CUST1147,26-35,South,Accessories,2,350.16,2024-08-20,4.8
CUST1148,26-35,North,Electronics,56,3805.12,2022-05-30,2.5
CUST1149,46+,South,Accessories,46,6697.13,2023-05-10,7.3
CUST1150,18-25,East,Footwear,44,21718.77,2022-04-03,6.5
CUST1151,36-45,North,Accessories,53,27725.57,2024-06-11,7.7
CUST1152,46+,East,Clothing,24,14226.73,2024-11-09,6.3
CUST1153,26-35,North,Electronics,76,37603.75,2024-07-17,7.1
CUST1154,36-45,West,Accessories,23,9924.51,2022-07-18,6.3
CUST1155,36-45,South,Accessories,44,3793.5,2024-12-11,5.7
CUST1156,36-45,West,Footwear,50,14446.69,2022-10-21,2.6
CUST1157,26-35,North,Accessories,67,17332.38,2023-10-06,8.9
CUST1158,36-45,North,Footwear,22,3056.09,2024-06-17,3.5
CUST1159,26-35,South,Footwear,34,26914.54,2023-04-20,7.8
CUST1160,26-35,East,Electronics,27,12531.31,2022-12-12,5.6
CUST1161,18-25,North,Clothing,1,416.27,2024-01-27,8.4
CUST1162,36-45,South,Accessories,57,25118.21,2023-08-28,8.5
CUST1163,18-25,North,Accessories,56,23516.73,2022-10-08,1.8
CUST1164,18-25,East,Footwear,11,6690.29,2022-06-02,3.0
CUST1165,26-35,East,Footwear,36,14043.53,2022-06-01,7.6
CUST1166,18-25,East,Accessories,13,9740.59,2023-10-13,8.1
CUST1167,18-25,South,Electronics,32,4884.99,2023-03-27,4.4
CUST1168,36-45,South,Accessories,20,8267.61,2024-10-14,2.7
CUST1169,26-35,East,Clothing,12,9157.49,2023-03-15,8.7
CUST1170,46+,North,Electronics,63,29503.08,2022-12-31,2.9
CUST1171,46+,North,Footwear,79,26482.2,2023-12-16,6.3
CUST1172,26-35,West,Footwear,30,21188.38,2024-09-30,7.0
CUST1173,36-45,West,Accessories,38,4651.2,2023-08-12,2.0
CUST1174,46+,West,Footwear,32,17498.04,2024-08-09,2.0
CUST1175,18-25,East,Footwear,51,29509.32,2024-09-17,8.0
CUST1176,46+,West,Clothing,4,1072.79,2024-04-17,5.6
CUST1177,36-45,North,Footwear,41,14695.29,2024-05-20,8.3
CUST1178,36-45,West,Electronics,35,14494.52,2022-04-04,3.0
CUST1179,46+,East,Accessories,29,13902.0,2023-02-27,2.5
CUST1180,36-45,North,Clothing,78,35476.39,2022-02-13,9.6
CUST1181,18-25,West,Footwear,46,28756.05,2022-04-11,6.0
CUST1182,36-45,South,Clothing,21,14250.85,2023-04-15,4.6
CUST1183,26-35,East,Footwear,43,15482.0,2023-05-25,6.0
CUST1184,18-25,North,Electronics,68,8628.56,2024-09-20,4.6
CUST1185,26-35,North,Footwear,39,2659.15,2023-05-22,6.7
CUST1186,36-45,North,Electronics,49,26531.39,2023-07-07,2.2
CUST1187,18-25,North,Electronics,65,38453.0,2024-04-30,7.9
CUST1188,18-25,North,Clothing,13,7824.77,2023-02-02,8.1
CUST1189,36-45,East,Accessories,66,40102.43,2024-07-28,3.7
CUST1190,18-25,South,Footwear,74,29862.72,2022-07-10,3.6
CUST1191,46+,South,Footwear,62,16325.67,2024-11-03,7.3
CUST1192,46+,South,Electronics,64,38122.76,2022-08-10,9.6
CUST1193,26-35,West,Electronics,51,32048.62,2024-09-03,5.0
CUST1194,36-45,North,Footwear,19,12487.95,2022-07-15,9.8
CUST1195,26-35,South,Accessories,76,18048.24,2024-08-27,2.3
CUST1196,18-25,South,Accessories,33,11843.5,2022-11-05,7.7
CUST1197,36-45,North,Accessories,1,251.11,2024-09-27,2.9
CUST1198,36-45,West,Clothing,42,16633.22,2022-06-16,5.3
CUST1199,46+,North,Electronics,49,7127.63,2024-11-30,1.1
CUST1200,26-35,North,Clothing,57,40031.78,2024-05-18,2.0
CUST1201,26-35,West,Accessories,18,11011.41,2024-03-28,5.9
CUST1202,36-45,North,Electronics,56,44621.26,2023-07-10,7.5
